item,cate_1_name,cate_2_name,cate_3_name
传统肉包4个,主食,包子,其他包子
鲜肉小笼包【笼/10个】,主食,包子,其他包子
牛肉汤包（特色）/个,主食,包子,其他包子
山野菜素包,主食,包子,其他包子
肉丁烧卖,主食,包子,其他包子
水煎包Ｉ纯手工制作,主食,包子,生煎包
灌汤生煎包（5个）,主食,包子,生煎包
【招牌】鲜肉小笼包（热·熟包子）,主食,包子,其他包子
现包生煎 小份（5只）,主食,包子,生煎包
汤包8个,主食,包子,其他包子
新鲜出笼小笼包（5个）,主食,包子,其他包子
「招牌必点」西四半沁汁鲜猪肉包3个,主食,包子,其他包子
鲜肉生煎10个,主食,包子,生煎包
菜肉笋煎包,主食,包子,生煎包
奶皇包,主食,包子,其他包子
网红小笼包(纯手工火锅味8个),主食,包子,其他包子
一个煎包（菜的）,主食,包子,生煎包
【经典热销】招牌(双拼鲜肉+青菜）小笼包6个,主食,包子,其他包子
【招牌】鲜肉小笼包（热·熟包子）,主食,包子,小笼包
【爆款】猪肉包1两,主食,包子,其他包子
【推荐】鲜嫩茴香苗鸡蛋包 堂食上新一天爆卖230个,主食,包子,其他包子
鲜肉包（太好吃）,主食,包子,其他包子
招牌鲜肉生煎6只,主食,包子,生煎包
猪肉懒龙（条）,主食,包子,其他包子
汤包（招牌）,主食,包子,其他包子
【老面】鲜肉小笼包8个-手工现包,主食,包子,其他包子
平潭特色咸米时10个（蒸）,主食,包子,其他包子
正宗杭州小笼包,主食,包子,其他包子
特色生煎,主食,包子,生煎包
特色灌汤烧麦,主食,包子,其他包子
鲜肉生煎（四只）,主食,包子,生煎包
牛肉汤包,主食,包子,其他包子
店长推荐！特色生煎  （4只）,主食,包子,生煎包
小笼肉包（8只）,主食,包子,其他包子
【招牌】鲜肉小笼包【笼/10个】,主食,包子,其他包子
手工鲜笋烧麦（6只）,主食,包子,其他包子
三菌包（单点包子，不送）,主食,包子,其他包子
全家福小笼包（纯手工8个口味）,主食,包子,其他包子
[热销]猪肉灌汤包,主食,包子,其他包子
上海小笼汤包,主食,包子,其他包子
鲜笋肉烧卖（每份10个）,主食,包子,其他包子
老料鲜肉小笼包,主食,包子,其他包子
招牌小笼包（纯手工）,主食,包子,其他包子
白糖香叶包,主食,包子,其他包子
鲜汁灌汤小笼包,主食,包子,其他包子
鲜肉小笼包/放心肉,主食,包子,其他包子
猪肉灌汤包,主食,包子,其他包子
鲜笋烧麦,主食,包子,其他包子
【招牌】鲜肉小笼包10个（热·熟包子）,主食,包子,其他包子
汤包12个,主食,包子,其他包子
【招牌】纯手工鲜肉包,主食,包子,其他包子
【招牌】素韭菜鸡蛋包子1个,主食,包子,其他包子
【必吃】三鲜包1两,主食,包子,其他包子
招牌小笼包（猪肉大葱 ）,主食,包子,其他包子
京门鲜肉包/两,主食,包子,其他包子
上海风味生煎（5只）爆汁,主食,包子,生煎包
杂面包,主食,包子,其他包子
特色鲜肉小笼包,主食,包子,其他包子
陈记 招牌煎包,主食,包子,生煎包
猪肉大葱包,主食,包子,其他包子
现熬豆沙包,主食,包子,其他包子
鲜肉香菇烧梅一两半（6个）,主食,包子,其他包子
（纯前腿肉）鲜肉小笼包（油皮小包子）,主食,包子,其他包子
精品鲜肉包（优）,主食,包子,其他包子
招牌鲜肉小笼包（8个）,主食,包子,其他包子
手工酱肉包,主食,包子,其他包子
招牌小笼包 6只,主食,包子,其他包子
笋干豆腐包,主食,包子,其他包子
香菇青菜包,主食,包子,其他包子
叉烧包,主食,包子,其他包子
猪肉茴香馅大包子2个（一个比天津传统包子2个大））,主食,包子,其他包子
招牌土猪肉灌汤煎包（两个）,主食,包子,生煎包
猪肉三鲜（3个）,主食,包子,其他包子
松毛汤包一笼,主食,包子,其他包子
【椒麻香】油条碎包菜胡萝卜丝鸡蛋包,主食,包子,其他包子
茄子包两个,主食,包子,其他包子
三鲜肉包,主食,包子,其他包子
酱肉包子,主食,包子,其他包子
山东西葫芦鸡蛋海米包子,主食,包子,其他包子
汤包,主食,包子,其他包子
老味鲜肉包  1两（3个）,主食,包子,其他包子
虾肉小笼（带包装）,主食,包子,其他包子
猪肉香葱包【8个】,主食,包子,其他包子
传统鲜肉包1两3个,主食,包子,其他包子
收藏店铺就送1个生煎包~,主食,包子,生煎包
老面鲜肉小笼包,主食,包子,其他包子
【小笼包】鲜肉小笼包一笼,主食,包子,其他包子
牛肉烧麦10个(现包 现蒸)大个,主食,包子,其他包子
韭菜鸡蛋包/个,主食,包子,其他包子
招牌⛰鲜肉小笼包（6个）,主食,包子,其他包子
鲜汁肉包【纯手工现包】,主食,包子,其他包子
青椒茄子包,主食,包子,其他包子
特色汤包送醋包辣油包/8个,主食,包子,其他包子
香芋包,主食,包子,其他包子
A猪肉葱花馅,主食,包子,其他包子
玉米➕鲜肉➕虾仁《2➕2➕2》,主食,包子,生煎包
鲜豆角包,主食,包子,其他包子
鲜肉汤包(6只),主食,包子,其他包子
鲜肉小笼包（10）个,主食,包子,其他包子
笋干肉包,主食,包子,其他包子
手工馅鲜肉包,主食,包子,其他包子
〈爆款〉葱香鲜肉小笼包子（8个）,主食,包子,其他包子
酱肉包（大块牛肋条）,主食,包子,其他包子
酱肉包（单点包子，不送）,主食,包子,其他包子
经典鲜肉生煎（6只）,主食,包子,生煎包
半沁汁招牌鲜肉大包子2个,主食,包子,其他包子
招牌纯手工鲜肉小笼（现包现蒸）,主食,包子,其他包子
香菇青菜包【纯手工现包】,主食,包子,其他包子
上海风味精肉生煎（5只）,主食,包子,生煎包
金陵/灌汤包（6个）,主食,包子,其他包子
牛肉粉丝包,主食,包子,其他包子
李记特色发面小笼包(8只),主食,包子,其他包子
鲜肉小笼包 （9个）,主食,包子,其他包子
鲜肉大包。,主食,包子,其他包子
虾仁三鲜包 1两（3个）,主食,包子,其他包子
招牌豆腐包,主食,包子,其他包子
猪肉小笼包,主食,包子,其他包子
鲜肉汤包,主食,包子,其他包子
鲜肉烧麦,主食,包子,其他包子
招牌！鲜汁肉包【纯手工现包】,主食,包子,其他包子
灌汤包/6个,主食,包子,其他包子
阿文小笼,主食,包子,其他包子
生煎包.10个,主食,包子,生煎包
玉米肉包,主食,包子,其他包子
1笼小笼包,主食,包子,其他包子
早阳鲜肉包,主食,包子,其他包子
芝麻生煎包,主食,包子,生煎包
招牌大肉包,主食,包子,其他包子
王大大生煎-1只,主食,包子,生煎包
【鲜肉小笼包】8个纯手工,主食,包子,其他包子
麻辣酱肉小笼包（一笼5个）,主食,包子,其他包子
招牌⭐鲜肉小笼包（6个）,主食,包子,其他包子
小高鲜肉生煎,主食,包子,生煎包
牛肉煎包,主食,包子,生煎包
招牌嵊州鲜肉小笼包,主食,包子,其他包子
招牌鲜肉小笼包十个,主食,包子,其他包子
卤热狗肠 1根【福利款限购1份】,小吃,卤煮/卤味,
全家福点心卷（咸蛋黄）,主食,寿司,
Osaka爆款二,主食,寿司,
【粉丝福利】赠送肉松军舰1件【每单限一件多点无效】,主食,寿司,
嵊州豆腐汤年糕,主食,年糕,
特色豆腐年糕,主食,年糕,
排骨年糕,主食,年糕,
嵊州特色豆腐年糕,主食,年糕,
嵊州豆腐年糕,主食,年糕,
嵊州特色豆腐汤年糕,主食,年糕,
童年小年糕,主食,年糕,
卤汤小白粿,主食,年糕,
炒年糕,主食,年糕,
大白菜鲜牛肉炒年糕,主食,年糕,
招牌豆腐汤年糕,主食,年糕,
海鲜炒年糕｜三门年糕（口感有嚼劲）,主食,年糕,
特色豆腐汤年糕,主食,年糕,
青菜豆腐年糕,主食,年糕,
肉丝炒年糕,主食,年糕,
嵊州特色汤年糕（多选）,主食,年糕,
手工炙烤牛肉芝士炸弹,主食,披萨,
经典奥尔良烤鸡披萨,主食,披萨,
8英寸-至尊奥尔良烤肉披萨,主食,披萨,
招牌7英寸金枕榴莲比萨,主食,披萨,
【超值四件套】香辣腿堡+塔塔鸡块1块X2+翅根+可乐,主食,汉堡,
香辣鸡腿中国汉堡,主食,汉堡,
双堡任选,主食,汉堡,
【双倍快乐】香辣鸡腿中国汉堡X2,主食,汉堡,
香辣鸡腿中国堡（每单限1份，多点也只会送一份）,主食,汉堡,
单人黄金1+1+1+1自选套餐,主食,汉堡,
藤椒鸡腿中国汉堡,主食,汉堡,
鲜肉鸡蛋汉堡（刷辣酱）,主食,汉堡,
【新客专享】香辣鸡腿中国汉堡,主食,汉堡,
香辣/劲脆鸡腿堡2个,主食,汉堡,
招牌大堡,主食,汉堡,
网红鸡蛋汉堡,主食,汉堡,
超值爆款･◡･买汉堡送小吃1+1随心配,主食,汉堡,
招牌腿堡X2,主食,汉堡,
老四汉堡,主食,汉堡,
精品胡辣汤（辣辣）,菜品,汤羹,
精品胡辣汤,菜品,汤羹,
招牌鸡丝胡辣汤,菜品,汤羹,
精品牛肉胡辣汤,菜品,汤羹,
疙瘩汤,菜品,汤羹,
胡辣汤豆腐脑两掺（微辣）,菜品,汤羹,
招牌牛肉胡辣汤【传承配方】,菜品,汤羹,
招牌胡辣汤（辣）｜大片牛肉,菜品,汤羹,
优质胡辣汤,菜品,汤羹,
招牌营养鸡丝撒汤,菜品,汤羹,
招牌胡辣汤（辣）|大片牛肉,菜品,汤羹,
农家蒸蛋【单人份|不配饭】,菜品,汤羹,
精品胡辣汤（辣辣）｜大片牛肉,菜品,汤羹,
撒汤（鸡蛋汤）,菜品,汤羹,
豆腐脑,菜品,汤羹,
咸豆花（会员专享）,菜品,汤羹,
（招牌）营养乌鸡 撒汤,菜品,汤羹,
霞浦特色糊汤,菜品,汤羹,
老火靓汤,菜品,汤羹,
牛肉胡辣汤,菜品,汤羹,
营养沙汤,菜品,汤羹,
香酥油茶,菜品,汤羹,
牛肉汤,菜品,汤羹,
肉丸糊辣汤(小碗),菜品,汤羹,
撒汤,菜品,汤羹,
优质牛肉胡辣汤,菜品,汤羹,
咸豆腐花,菜品,汤羹,
脊骨藕汤,菜品,汤羹,
瘦肉丸大份,菜品,汤羹,
经典撒汤（小份）,菜品,汤羹,
福鼎肉片【口碑超赞】,菜品,汤羹,
肥西老母鸡汤【单人份|不配饭】,菜品,汤羹,
醋肉酸辣汤,菜品,汤羹,
【进店必点】精品牛肉胡辣汤,菜品,汤羹,
豆腐脑＋胡辣汤两掺,菜品,汤羹,
咸马糊,菜品,汤羹,
肉丸糊辣汤(大碗),菜品,汤羹,
精品牛肉胡辣汤（辣辣）默认放醋,菜品,汤羹,
传统豆腐脑,菜品,汤羹,
【镇店之宝】牛肉胡辣汤,菜品,汤羹,
招牌鸡丝胡辣汤（默认加香菜）,菜品,汤羹,
鸡丝沙汤,菜品,汤羹,
虫草花滋补牛肉胡辣汤,菜品,汤羹,
红枣枸杞土鸡汤（一人吃饱冯记贺胜桥）,菜品,汤羹,
温州瘦肉丸大份,菜品,汤羹,
鸡汁蛋汤。,菜品,汤羹,
精品胡辣汤（辣辣）｜大块牛肉,菜品,汤羹,
（招牌）营养乌鸡撒汤,菜品,汤羹,
例汤,菜品,汤羹,
【新鲜营养】草鸡蛋汤,菜品,汤羹,
瘦肉丸+章鱼小丸子,菜品,汤羹,
精品胡辣汤（辣）｜大片牛肉,菜品,汤羹,
草鸡蛋汤,菜品,汤羹,
淮南牛肉汤,菜品,汤羹,
腰花瘦肉,菜品,汤羹,
撒汤（鸡丝蛋汤）,菜品,汤羹,
招牌撒汤（鸡蛋汤）,菜品,汤羹,
★★经典草本骨汤,菜品,汤羹,
秘制骨汤,菜品,汤羹,
酸辣海鲜羹,菜品,汤羹,
优质胡辣汤（本店特色）,菜品,汤羹,
海鲜疙瘩汤,菜品,汤羹,
精品胡辣汤两掺（➕豆腐脑）,菜品,汤羹,
纯杂汤,菜品,汤羹,
招牌清真牛肉胡辣汤（小碗）,菜品,汤羹,
汤一份,菜品,汤羹,
逍遥胡辣汤,菜品,汤羹,
sa汤,菜品,汤羹,
猪肚土鸡汤（一人吃饱）冯记贺胜桥,菜品,汤羹,
福鼎肉片,菜品,汤羹,
【优选套餐】鲜炖鸡汤8选1+翻炒主食,菜品,汤羹,
豆腐脑（大）,菜品,汤羹,
紫菜蛋汤(300ml)圆碗,菜品,汤羹,
招牌酸辣汤（酸辣开胃）,菜品,汤羹,
糊辣汤（默认无鹌鹑蛋，需要请备注）,菜品,汤羹,
挲汤,菜品,汤羹,
生汆丸子汤,菜品,汤羹,
番茄鸡蛋汤,菜品,汤羹,
姥姥家经典疙瘩汤,菜品,汤羹,
【进店0元送】紫菜蛋花汤（限一份）,菜品,汤羹,
肉丸胡辣汤(大),菜品,汤羹,
老母鸡撒汤,菜品,汤羹,
招牌酸辣汤,菜品,汤羹,
老式骨汤（汤多）汤多看起来量会多一些,菜品,汤羹,
《豪华》招牌正宗福鼎肉片·加量大份,菜品,汤羹,
豆腐脑（经典）,菜品,汤羹,
红枣枸杞土鸡汤（优评专享一人份）,菜品,汤羹,
【养胃】番茄蛋花疙瘩汤,菜品,汤羹,
鸡蛋汤,菜品,汤羹,
鸡蛋花生汤（热）,菜品,汤羹,
打卤豆腐脑  (黄花菜 鸡蛋 木耳),菜品,汤羹,
滋补地瓜汤（大碗）,菜品,汤羹,
（招牌）营养鸡丝撒汤,菜品,汤羹,
瘦肉猪肝,菜品,汤羹,
【常规量★羊肉汤】,菜品,汤羹,
嵊州招牌肉丝豆腐年糕汤,菜品,汤羹,
目鱼筒骨罐,菜品,汤羹,
【招牌】洪湖野藕排骨汤,菜品,汤羹,
小份肉丸胡辣汤,菜品,汤羹,
锅边糊,菜品,汤羹,
红枣枸杞土鸡汤（一人吃好）,菜品,汤羹,
虫草汤（限1份多点不送),菜品,汤羹,
『关注⭐0.88元购』纯手工南瓜羹,菜品,汤羹,
咸豆花,菜品,汤羹,
特色糊汤.,菜品,汤羹,
招牌豆花（辣包、醋需另购）,菜品,汤羹,
小吃自选|经典胡辣汤+小吃自选（随心套餐）,菜品,汤羹,
牛肉丸牛肉粿条汤,菜品,汤羹,
福鼎肉片【热销】,菜品,汤羹,
油条汤,菜品,汤羹,
瘦肉丸（大）,菜品,汤羹,
牛肉豆腐脑,菜品,汤羹,
味增汤,菜品,汤羹,
正宗福鼎肉片（大份）,菜品,汤羹,
王牌豆腐脑,菜品,汤羹,
【睡不醒救星】洋参片猪心汤,菜品,汤羹,
【胡椒猪肚鸡汤】,菜品,汤羹,
必点豆腐脑（级品）,菜品,汤羹,
两掺,菜品,汤羹,
小份羊肉汤,菜品,汤羹,
红枣枸杞猪肚土鸡汤（一人吃饱）,菜品,汤羹,
土鸡蛋·老母鸡撒汤,菜品,汤羹,
福鼎肉片(大碗),菜品,汤羹,
点右上角❤️0元购美味羊汤（限2份多点不送）,菜品,汤羹,
逍遥牛肉胡辣汤,菜品,汤羹,
招牌番茄蛋花疙瘩汤,菜品,汤羹,
糊汤,菜品,汤羹,
【进店必买】精品牛肉胡辣汤,菜品,汤羹,
洪湖莲藕排骨汤【身心康泰】,菜品,汤羹,
早餐锅边【福州古早味】,菜品,汤羹,
巧克力哈斗,甜点,泡芙,
鲜奶泡芙-约300g±20g/盒,甜点,泡芙,
【年销百万】招牌爆浆泡芙（香草）,甜点,泡芙,
咸口软泡芙（盒装）,甜点,泡芙,
招牌鸡大腿（1个）,小吃,炸货,炸鸡
Obligi双拼口味无骨炸鸡,小吃,炸货,炸鸡
【店长推荐】双拼口味无骨炸鸡-10块,小吃,炸货,炸鸡
银粟炸鸡,小吃,炸货,炸鸡
正新香辣大鸡排,小吃,炸货,炸鸡
招牌带骨特大鸡排,小吃,炸货,炸鸡
新店特惠--半只鸡【实际到手16.99】,小吃,炸货,炸鸡
【网红双拼炸鸡】无骨鸡块8+小鸡腿2+年糕10+饮料1,小吃,炸货,炸鸡
【三拼】无骨大块鸡肉酱汁炸鸡,小吃,炸货,炸鸡
手工双拼炸鸡,小吃,炸货,炸鸡
一人翅腿组合（大鸡腿一只，鸡翅两只，翅根两只）,小吃,炸货,炸鸡
【全家桶】招牌香酥鸡柳+年糕+薯条（中份）,小吃,炸货,炸鸡
【第二份0.01元】超值双拼韩式炸鸡（两份装一起）,小吃,炸货,炸鸡
【本店热销】双拼口味无骨炸鸡,小吃,炸货,炸鸡
鸡排,小吃,炸货,炸鸡
传统烤法苕皮,小吃,炸货,其他炸货
特色香辣鸡架,小吃,炸货,炸鸡
蛋黄鸡翅（4只）,小吃,炸货,炸鸡
炸鸡腿,小吃,炸货,炸鸡
香酥琵琶腿×1支（亏本冲量）,小吃,炸货,炸鸡
网红香酥鸡,小吃,炸货,炸鸡
经典无骨鸡排,小吃,炸货,炸鸡
叫了只炸鸡/大只 【现点现炸】,小吃,炸货,炸鸡
【第二份0.01元】超值双拼招牌韩式炸鸡（两份装一起）,小吃,炸货,炸鸡
比脸大鸡排/份,小吃,炸货,炸鸡
炸果条,小吃,炸货,其他炸货
招牌炸鸡半只+大鸡腿1个,小吃,炸货,炸鸡
蜜恋【无骨鲜嫩炸鸡】18块任意口味双拼,小吃,炸货,炸鸡
『临榆』琵琶腿1支,小吃,炸货,炸鸡
香酥鸡,小吃,炸货,炸鸡
香酥鸡柳,小吃,炸货,炸鸡
YYDS【首份0.01元】超值双拼韩式炸鸡（两份装一起）,小吃,炸货,炸鸡
招牌生炸鸡架,小吃,炸货,炸鸡
【店长推荐】双拼口味无骨炸鸡（11-13块加量不加价）,小吃,炸货,炸鸡
【亏本冲单】糖醋乌梅炸鸡,小吃,炸货,炸鸡
秘制炸鸡架（镇店之宝 东北特色）,小吃,炸货,炸鸡
爆款｜正新大鸡排,小吃,炸货,炸鸡
正新鸡排,小吃,炸货,炸鸡
藤椒鸡排,小吃,炸货,炸鸡
叫了只炸鸡【七种口味任选】,小吃,炸货,炸鸡
鸡尖(4-5只),小吃,炸货,炸鸡
【尝鲜】鸡柳薯条年糕三合一（中份）,小吃,炸货,其他炸货
麻辣鸡架（大份）,小吃,炸货,炸鸡
【韩粉推荐】双拼口味韩式炸鸡,小吃,炸货,炸鸡
御虎堂韩国炸鸡口味双拼,小吃,炸货,炸鸡
蒜香鸡腿块,小吃,炸货,炸鸡
年糕片(手切口感好糯)**,小吃,炸货,其他炸货
烧烤苕皮,小吃,炸货,其他炸货
鹤岗烤饼,小吃,炸货,其他炸货
烟火特惠传统烤法苕皮,小吃,炸货,其他炸货
香酥鸡锁骨一斤,小吃,炸货,炸鸡
烧饼,小吃,炸货,其他炸货
鸡腿,小吃,炸货,炸鸡
一人份炸鸡组合（大鸡腿一只，鸡翅两只，翅根两只）,小吃,炸货,炸鸡
【招牌必点】特色苕皮,小吃,炸货,其他炸货
美式炸鸡腿,小吃,炸货,炸鸡
小田香辣鸡翅,小吃,炸货,炸鸡
招牌双拼韩式炸鸡中份✔超实惠（8无骨肉8年糕）,小吃,炸货,炸鸡
肉松蛋黄浇酱粗薯,小吃,炸货,其他炸货
招牌双拼无骨炸鸡（8无骨肉+8年糕）,小吃,炸货,炸鸡
香辣鸡排,小吃,炸货,炸鸡
无骨鸡柳,小吃,炸货,炸鸡
【开业大促】叫了只炸鸡（爆款9种口味自选）,小吃,炸货,炸鸡
招牌鸡排（口味自选）,小吃,炸货,炸鸡
【爆赞·招牌】叫了只炸鸡（7种口味）,小吃,炸货,炸鸡
正新鸡排【甘梅味1】,小吃,炸货,炸鸡
叫了只炸鸡(10种口味自选),小吃,炸货,炸鸡
棒鸡柳,小吃,炸货,炸鸡
【第二份0.01】共12块肉!超人气双拼炸鸡套餐,小吃,炸货,炸鸡
【爆款力荐】0.58脆皮鸡翅根一个（限点一份）,小吃,炸货,炸鸡
厚切脆皮鸡排,小吃,炸货,炸鸡
单人炸鸡组合（店长推荐）,小吃,炸货,炸鸡
招牌鸡大腿(1个),小吃,炸货,炸鸡
【9.9抢购】叫了只大炸鸡,小吃,炸货,炸鸡
正新原味大鸡排,小吃,炸货,炸鸡
叉烧奥尔良鸡翅,小吃,炸货,炸鸡
白粿,小吃,炸货,其他炸货
鸡柳+薯条+年糕《大份》,小吃,炸货,炸鸡
【金字招牌】上南香酥鸡柳（大份）,小吃,炸货,炸鸡
店铺尝鲜！韩式炸鸡六块＋六年糕,小吃,炸货,炸鸡
双拼炸鸡【第二份1元】：每份6块鸡腿肉 两份放一个盒子,小吃,炸货,炸鸡
招牌小鸡排,小吃,炸货,炸鸡
纯手工大鸡排,小吃,炸货,炸鸡
香辣鸡腿,小吃,炸货,炸鸡
【福利】香酥鸡腿1个,小吃,炸货,炸鸡
叫了只炸鸡(口味自选),小吃,炸货,炸鸡
【小吃任选】韩式双拼无骨炸鸡（10肉+小吃任选6个）,小吃,炸货,炸鸡
白果,小吃,炸货,其他炸货
❗【芝士年糕鸡】加香米丨超长拉丝 떡닭,小吃,炸货,其他炸货
正新招牌鸡排（微微辣）,小吃,炸货,炸鸡
韩式炸鸡双拼（双口味每份8块无骨鸡块）,小吃,炸货,炸鸡
半半炸鸡（8PCS）（翅中+翅根）,小吃,炸货,炸鸡
韩式无骨炸鸡    （薯条双拼）（鲜肉现做）,小吃,炸货,炸鸡
『第二份0.1元』超级酱爆双拼送年糕(两份装一起)共一盒,小吃,炸货,炸鸡
碳烤苕皮【软糯爽口】★★★★★,小吃,炸货,其他炸货
正新原味鸡排,小吃,炸货,炸鸡
1元半只炸鸡（每单只限一份）,小吃,炸货,炸鸡
三合一大份,小吃,炸货,炸鸡
招牌三合一（大份）,小吃,炸货,炸鸡
单人炸鸡组合,小吃,炸货,炸鸡
叫了个炸鸡【自选口味】,小吃,炸货,炸鸡
炸火烧（外酥里嫩/个）,小吃,炸货,其他炸货
叫了只炸鸡（孜然）/整只 【超人气口味】,小吃,炸货,炸鸡
收藏店铺送招牌里脊肉一串  多点无效,小吃,炸货,其他炸货
经典炸鸡（大鸡腿）,小吃,炸货,炸鸡
南川苕皮,小吃,炸货,其他炸货
蜜哆哆双拼无骨炸鸡,小吃,炸货,炸鸡
正新大鸡排（口味自选）,小吃,炸货,炸鸡
烤糯米年糕,小吃,炸货,其他炸货
『第二份0.1元』超值双拼招牌炸鸡,小吃,炸货,炸鸡
薯条（配送影响介意慎点）,小吃,炸货,其他炸货
【复购王】双拼炸鸡,小吃,炸货,炸鸡
叫了只炸鸡（口味自选）,小吃,炸货,炸鸡
烤白粿,小吃,炸货,其他炸货
炸鸡腿（招牌必点）,小吃,炸货,炸鸡
★白记招牌★美式炸鸡腿（网红大鸡腿）,小吃,炸货,炸鸡
【进店必点】正新鸡排超大派 主食营养炸鸡排 今日大特价,小吃,炸货,炸鸡
双拼无骨炸鸡大份套餐,小吃,炸货,炸鸡
特色耙糯苕皮,小吃,炸货,其他炸货
【手工】老上海香酥鸡柳（150g/份）,小吃,炸货,炸鸡
【人气】一人份炸鸡组合（大鸡腿一只，鸡翅两只，翅根两只）,小吃,炸货,炸鸡
叫了只炸鸡/只（超人气推荐）,小吃,炸货,炸鸡
新品上市；中份正新鸡排,小吃,炸货,炸鸡
半半炸鸡（翅中+翅根）8PCS,小吃,炸货,炸鸡
香甜鸡翅（翅中+翅根）8PCS,小吃,炸货,炸鸡
韩式甜辣腿肉块（4PCS）,小吃,炸货,炸鸡
韩式炸鸡小鸡腿2个+无骨鸡6块+年糕6个,小吃,炸货,炸鸡
手工☆炸鸡排（销量top）,小吃,炸货,炸鸡
甘梅鸡排,小吃,炸货,炸鸡
『炸鸡伴侣』酥糯年糕1根-加到套餐里,小吃,炸货,其他炸货
鸡架,小吃,炸货,炸鸡
大份双拼韩式无骨炸鸡〔年糕*薯条〕,小吃,炸货,炸鸡
脆皮年糕（1串）,小吃,炸货,其他炸货
年糕,小吃,炸货,其他炸货
